title,authors,first_author_last_name,doi,journal,year,abstract,keywords,type,topic,focus,material_system,material_subclass,manufacturer,instrument,configuration,laser,analysis_mode,pulse_fraction_or_energy,detection_rate,pulse_rate,base_temperature
Distribution of Boron in 9.5Cr–1.5MoCoVNbNB Martensitic Heat-Resistant Steel Studied by Secondary Ion Mass Spectroscopy and Atom Probe Tomography,"Yin, Huifang; Zhao, Jiqing; Bao, Hansheng; Ge, Wenqing; Yin, Fengshi; Hu, Ri; Jia, Hongshuai",Yin,10.1007/s12540-023-01563-y,Metals and Materials International,2024,9.5Cr–1.5MoCoVNbNB heat-resistant steel has been designed for use at 620 ℃ in ultra-supercritical power plants and has been acknowledged as the most promising martensitic heat-resistant steel for turbine rotors.,"Boron segregation, APT, M23C6 carbides, Heat-resistant steel, BN inclusion",Journal Article,Materials Science and Application Studies,Precipitation,Metals and Alloys,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Voltage,50 pJ,0.5%,200 kHz,50 K
Atom Probe Tomography Study of Fe Segregation at Phase Interface in Zr–2.5Nb Alloy,"Liang, Xue; Li, Qiang; Huang, Jiao; Yao, Mei-Yi; Li, Hui; Liu, Qing-Dong",Liang,10.1007/s40195-019-00927-x,Acta Metallurgica Sinica (English Letters),2019,β-Nb is a typical second phase in Zr–Nb-based alloys used as fuel claddings in water-cooled nuclear reactors. The segregation of alloying element Fe may affect the corrosion resistance of Zr–Nb-based alloys.,"Zr–Nb alloy, β-Nb phase, Phase interface, Segregation, Atom probe tomography",Journal Article,Materials Science and Application Studies,Other,Metals and Alloys,,,,,,Laser,70–100 pJ,0.005 ion/pulse,200 kHz,50 K
Interpreting nanovoids in atom probe tomography data for accurate local compositional measurements,"Wang, Xing; Hatzoglou, Constantinos; Sneed, Brian; Fan, Zhe; Guo, Wei; Jin, Ke; Chen, Di; Bei, Hongbin; Wang, Yongqiang; Weber, William J.; Zhang, Yanwen; Gault, Baptiste; More, Karren L.; Vurpillot, Francois; Poplawsky, Jonathan D.",Wang,10.1038/s41467-020-14832-w,Nature Communications,2020,"Quantifying chemical compositions around nanovoids is a fundamental task for research and development of various materials. Atom probe tomography (APT) and scanning transmission electron microscopy (STEM) are currently the most suitable tools because of their ability to probe materials at the nanoscale. Both techniques have limitations, particularly APT, because of insufficient understanding of void imaging.","Atom probe tomography, Scanning transmission electron microscopy, Nanovoids, Compositional measurements, APT, STEM, Void, Density Variation, Composition Measurement",Journal Article,Data Reconstruction and Physical Modeling,Other,Metals and Alloys,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Voltage,50 pJ,0.5%,200 kHz,50 K
Three-dimensional atomic mapping of ligands on palladium nanoparticles by atom probe tomography,"Jang, Kyuseon; Kim, Se-Ho; Jun, Hosun; Jung, Chanwon; Yu, Jiwon; Lee, Sangheon; Choi, Pyuck-Pa",Jang,10.1038/s41467-021-24620-9,Nature Communications,2021,"Atom probe tomography is adopted to investigate the three-dimensional atomic-scale distribution of two of the most common types of ligands, cetrimonium (C19H42N) and halide (Br and Cl) ions, on Pd nanoparticles.","Atom probe tomography, Palladium nanoparticles, Ligands, Cetrimonium, Halide ions",Journal Article,Materials Science and Application Studies,Other,Nanomaterials,,CAMECA,LEAP 4000X HR,Reflectron Fitted,355 nm,Laser,50 pJ,0.3%,125 kHz,65 K
Quantifying short-range order using atom probe tomography,"He, Mengwei; Davids, William J.; Breen, Andrew J.; Ringer, Simon P.",He,10.1038/s41563-024-01912-1,Nature Materials,2024,"The characterization of short-range order (SRO) in multicomponent high-entropy alloys (HEAs) is crucial for understanding their unique properties and behavior. In this study, we present a comprehensive approach for the characterization of SRO in HEAs using atom probe tomography (APT). We demonstrate the ability to detect and quantify SRO in HEAs with high accuracy and precision, and show that the SRO parameter can be used to predict the mechanical properties of HEAs. Our results highlight the importance of SRO in understanding the behavior of HEAs and demonstrate the potential of APT for characterizing SRO in these complex materials.","Atom probe tomography, short-range order, medium-entropy alloys, high-entropy alloys, Mechanical Properties",Journal Article,Materials Science and Application Studies,Other,Metals and Alloys,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Voltage,20%,57%,200 kHz,50 K
A near atomic-scale view at the composition of amyloid-beta fibrils by atom probe tomography,"Rusitzka, Kristiane A. K.; Stephenson, Leigh T.; Szczepaniak, Agnieszka; Gremer, Lothar; Raabe, Dierk; Willbold, Dieter; Gault, Baptiste",Rusitzka,10.1038/s41598-018-36110-y,Scientific Reports,2018,Amyloid-beta (Ab) proteins play an important role in a number of neurodegenerative diseases. Ab is found in senile plaques in brains of Alzeimer’s disease patients. The 42 residues of the monomer form dimers which stack to fibrils gaining several micrometers in length.,"amyloid-beta, atom probe tomography, neurodegenerative diseases",Journal Article,Materials Science and Application Studies,Other,Biomaterials,,CAMECA,LEAP 5000 XS,Straight Flight Path,355 nm,Laser,10/15 pJ,2 ions per 1000 pulses,125 kHz,50 K
Nanoscale analysis of frozen honey by atom probe tomography,"Schwarz, Tim M.; Ott, Jonas; Solodenko, Helena; Schmitz, Guido; Stender, Patrick",Schwarz,10.1038/s41598-022-22717-9,Scientific Reports,2022,Three-dimensional reconstruction of the analysed volume is one of the main goals of atom probe tomography (APT) and can deliver nearly atomic resolution (~ 0.2 nm spatial resolution) and chemical information with a mass sensitivity down to the ppm range.,"Atom probe tomography, Frozen honey, Nanoscale analysis, Chemical information, Mass sensitivity, field evaporation, water tips, high electrical fields",Journal Article,Materials Science and Application Studies,Precipitation,Biomaterials,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Laser,40-80 nJ,300-400 atoms per second,100 kHz,60 K
Effective preparation of low-melting solder materials for atom probe tomography,"Cui, Charlotte; Tkadletz, Michael; Reisinger, Michael; Imrich, Peter; Hartner, Walter; Brunner, Roland",Cui,10.1038/s41598-024-79753-w,Scientific Reports,2024,"Low-melting metal alloys have gained renewed attention for additive manufacturing, energy storage and microelectronics. However, micro- and nanostructure characterisation demands highly sophisticated sample preparation. Here, we optimise the Ga-FIB preparation of atom probe tomography (APT) specimens for low melting SAC305 solder materials utilising different FESEM/FIB stage temperatures.","Atom probe tomography, Low-melting solder materials, SAC305, FIB preparation, FESEM/FIB stage temperatures",Journal Article,Materials Science and Application Studies,Other,Metals and Alloys,,,,,,Voltage,N/A,N/A,N/A,50 K
Correlative Atom Probe Tomography and Optical Spectroscopy,"Di Russo, Enrico; Rigutti, Lorenzo",Di Russo,10.1557/s43577-022-00367-6,MRS BULLETIN,2022,Correlative atom probe tomography and optical spectroscopy has yielded original results in the domain of semiconductor nanoscale heterostructures.,"Atom Probe Tomography, Optical Spectroscopy, Correlative Methods, Semiconductor Nanoscale Heterostructures",Journal Article,Correlative and Multimodal Characterization,Other,Semiconductors,,NIST,Photonic Atom Probe,Straight Flight Path,266 nm,Laser,20%,0.5%,200 kHz,20K-80K
Correlating atom probe tomography with x-ray and electron spectroscopies to understand microstructure–activity relationships in electrocatalysts,"Gault, Baptiste; Schweinar, Kevin; Zhang, Siyuan; Lahn, Leopold; Scheu, Christina; Kim, Se-Ho; Kasian, Olga",Gault,10.1557/s43577-022-00373-8,MRS BULLETIN,2022,"The search for a new energy paradigm with net-zero carbon emissions requires new technologies for energy generation and storage that are at the crossroad between engineering, chemistry, physics, surface, and materials sciences.","atom probe tomography, x-ray spectroscopy, electron spectroscopy, electrocatalysts, microstructure–activity relationships",Journal Article,Correlative and Multimodal Characterization,Other,Metals and Alloys,,CAMECA,LEAP 3000X HR,Reflectron Fitted,532 nm,Voltage,N/A,N/A,N/A,N/A
Atom probe tomography and correlative microscopy: Key techniques for future planetary science studies,"Mccarroll, Ingrid E.; Daly, Luke; White, Lee F.; Cairney, Julie M.",Mccarroll,10.1557/s43577-022-00375-6,MRS BULLETIN,2022,"Our Galaxy is vast and awe-inspiring. The stars, planets, and our sun capture our imagination as children. For many of us, that wonder never ceases. It continues to inspire us throughout our careers and prompts us to question the evolution of our Solar System, to question what our place is within it, and how we may maintain longevity in a relatively volatile environment.","Atom probe tomography, Correlative microscopy, Planetary science, Sample return missions",Journal Article,Materials Science and Application Studies,Grain Boundaries and Interfaces,Geological Materials,,CAMECA,LEAP 6000 XR,Reflectron Fitted,257.5 nm,Voltage,50 pJ,0.5%,200 kHz,50 K
Probing structural and chemical evolution in (AlxGa1−x)2O3 using atom probe tomography: A review,"Mazumdera, Baishakhi; Sarker, Jith",Mazumder,10.1557/s43578-020-00072-7,Journal of Materials Research,2021,The versatile capability of APT to investigate the atomic-scale structural chemistry of (AlxGa1−x)2O3 provided unprecedented insight on how phase transformations in this material occur with changing the alloy composition.,"Atom probe tomography, (AlxGa1−x)2O3, wide bandgap semiconductors, phase transformation, doping interaction, Phase Transformations",Journal Article,Materials Science and Application Studies,Other,Semiconductors,,CAMECA,LEAP 5000 XR,Reflectron Fitted,355 nm,Laser,355 nm,0.5%,200 kHz,50 K
Characterization of tooth with amelogenesis imperfecta (AI) by atom probe tomography,"Perez-Huerta, Alberto; Alvarez-Lloret, Pedro; Yamauti, Monica; Samajpati, Eshita; Lanza, Lincoln Dias; Cappelli, Chiara",Perez-Huerta,10.1557/s43580-024-00914-0,MRS Advances,2024,"Nanoscale chemical characterization of biominerals has been significantly improved by the use of atom probe tomography (APT). A main application is on the analysis of tooth enamel, including the alterations induced by caries processes, but limited in characterizing other diseases on human teeth.","atom probe tomography, biominerals, tooth enamel, amelogenesis imperfecta",Journal Article,Materials Science and Application Studies,Other,Biomaterials,,CAMECA,LEAP 5000 XS,Straight Flight Path,355 nm,Laser,0.065 nJ,0.3%,200 kHz,30K
Atomic-Scale Study on Core–Shell Cu Precipitation in Steels: Atom Probe Tomography and Ab Initio Calculations,"Shen, Xiao; Wang, Yixu; Xu, Zigan; Zou, Bowen; Liotti, Enzo; Dronskowski, Richard; Song, Wenwen",Shen,10.1002/srin.202400817,Steel Research International,2024,"The present work employed DFT calculations and MD simulations to investigate the atomic-scale migration tendencies of Ni, Al, and Cu elements in the supersaturated solid solution surrounding Cu precipitate.","atom probe tomographies, core–shell-structured precipitates, density-functional theories, nano-sized Cu precipitates",Journal Article,Materials Science and Application Studies,Precipitation,Metals and Alloys,,CAMECA,LEAP 4000X HR,Reflectron Fitted,355 nm,Laser,30 pJ,0.5%,200 kHz,60 K
Understanding Atom Probe Tomography of Oxide-Supported Metal Nanoparticles by Correlation with Atomic-Resolution Electron Microscopy and Field Evaporation Simulation,"Devaraj, Arun; Colby, Robert; Vurpillot, FrançOis; Thevuthasan, Suntharampillai",Devaraj,10.1021/jz500259c,The Journal of Physical Chemistry Letters,2014,Oxide-supported metal nanoparticles are widely used in heterogeneous catalysis. The increasingly detailed design of such catalysts necessitates three-dimensional characterization with high spatial resolution and elemental selectivity. Laser-assisted atom probe tomography (APT) is uniquely suited to the task but faces challenges with the evaporation of metal/insulator systems.,"Atom Probe Tomography, Oxide-Supported Metal Nanoparticles, Correlation with Atomic-Resolution Electron Microscopy, Field Evaporation Simulation",Journal Article,Materials Science and Application Studies,Other,Nanomaterials,,,,,,Laser,20 pJ,0.005 atoms/pulse,200 kHz,30 K
Understanding Fragmentation of Organic Small Molecules in Atom Probe Tomography,"Bingham, Jacob T.; Proudian, Andrew P.; Vyas, Shubham; Zimmerman, Jeramy D.",Bingham,10.1021/acs.jpclett.1c02277,The Journal of Physical Chemistry Letters,2021,"In atom probe tomography of molecular organic materials, field ionization of either entire molecules or molecular fragments can occur, but the mechanism governing this behavior was not previously understood.","Atom Probe Tomography, Organic Small Molecules, Fragmentation",Journal Article,Data Reconstruction and Physical Modeling,Other,,,CAMECA,LEAP 4000X Si,Straight Flight Path,355 nm,Laser,12.0 pJ,0.30%,250 kHz,45 K
Understanding the Effects of Tetrahedral Site Occupancy by the Zn Dopant in Li-NMCs toward High-Voltage Compositional−Structural−Mechanical Stability via Operando and 3D Atom Probe Tomography Studies,"Sharma, Ankur; Pandey, Adityanarayan H.; Jangid, Manoj K.; Srihari, Velaga; Poswal, Himanshu K.; Mukhopadhyay, Amartya",Sharma,10.1021/acsami.2c15054,ACS Applied Materials Interfaces,2023,"Continuing from our previously reported work,30 where Zn-doping at the tetrahedral site of the Li-layer in the Li-NMC structure was found to nearly completely suppress the Ni-migration to the Li-layer even upon deep delithiation, leading to outstanding improvement in the high voltage cyclic stability, the present work provides further insights and understandings into the beneficial effects of such doping, from the structural, mechanical, and compositional point of views.","Zn-doped Li-NMC cathode, operando synchrotron XRD, operando stress measurement, 3D atom probe tomography, Li-ion batteries, Li-NMC, Zn-doping, high-voltage cyclic stability, structural, mechanical, compositional",Journal Article,Materials Science and Application Studies,Other,Metals and Alloys,,CAMECA,LEAP 5000 XR,Reflectron Fitted,355 nm,Laser,0.4 nJ,0.5%,200 kHz,50 K
